vendor_name	invoice_pattern	charge_type	sample_count	priority
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	3	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	3	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	FUEL SURCHARGE	2	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	2	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	2	1
STANDARD WASTE SERVICES	YD OPEN TOP DSP#:	Empty & Return	1	1
STANDARD WASTE SERVICES	YD OPEN TOP DSP#:	Empty & Return	1	1
STANDARD WASTE SERVICES	YD OPEN TOP RECYCLING DSP#:\N\N TONS	Empty & Return	1	1
STANDARD WASTE SERVICES	YD COMPACTOR DSP#:	Empty & Return	1	1
STANDARD WASTE SERVICES	YD COMPACTOR DSP#:	Empty & Return	1	1
STANDARD WASTE SERVICES	YD COMPACTOR RECYCLING\NDSP#:	Empty & Return	1	1
STANDARD WASTE SERVICES	YD OPEN TOP DSP#:	Empty & Return	1	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Vendor Cost Increase - Industrial	1	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	FUEL SURCHARGE	1	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	FUEL SURCHARGE	1	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	1	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	FUEL SURCHARGE	1	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	FUEL SURCHARGE	1	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	FUEL SURCHARGE	1	1
SmartTrash	STR-INSTALL-MONITOR-LEASE\NSMARTTRASHÂ® C	Compactor Monitoring	3	1
SmartTrash	STR-MONITOR-MRCH\NSMARTTRASHÂ®-MRCH-M-LTE	Compactor Monitoring	3	1
SmartTrash	LATE FEE	Compactor Monitoring	2	1
SmartTrash	MONTHLY MAINTENANCE FEE	Compactor Monitoring	2	1
SmartTrash	MONTHLY TRASH SERVICE	Compactor Monitoring	2	1
UNIVERSAL WASTE SYSTEMS	EXCHANGE COMP	Empty & Return	25	1
UNIVERSAL WASTE SYSTEMS	YD RO TRASH	Disposal Charge	21	1
UNIVERSAL WASTE SYSTEMS	YD SELF CONT COMP	Disposal Charge	16	1
UNIVERSAL WASTE SYSTEMS	EXCHANGE YD RO - WO:	Empty & Return	16	1
UNIVERSAL WASTE SYSTEMS	EXCHANGE COMP -WO:	Empty & Return	16	1
UNIVERSAL WASTE SYSTEMS	EXCHANGE COMP - WO:	Empty & Return	10	1
UNIVERSAL WASTE SYSTEMS	EXCHANGE COMP WO:	Empty & Return	10	1
UNIVERSAL WASTE SYSTEMS	COMP	Empty & Return	8	1
UNIVERSAL WASTE SYSTEMS	EXCHANGE COMP -	Empty & Return	7	1
UNIVERSAL WASTE SYSTEMS	COMP WO:	Empty & Return	6	1
UNIVERSAL WASTE SYSTEMS	YD FL REC	Monthly Service Commercial	5	1
UNIVERSAL WASTE SYSTEMS	YD FL TRASH	Monthly Service Commercial	5	1
UNIVERSAL WASTE SYSTEMS	YD SELF CONT COMP\NTRASH	FUEL SURCHARGE	5	1
UNIVERSAL WASTE SYSTEMS	YD SELF CONT COMP\NREC	Disposal Charge	3	1
UNIVERSAL WASTE SYSTEMS	G ORGANICS:\NMASTER SERVICE AGREEMENT	Monthly Service Commercial	3	1
UNIVERSAL WASTE SYSTEMS	G COMMERCIAL RECYCLING	Monthly Service Commercial	3	1
UNIVERSAL WASTE SYSTEMS	EVERY WEEKS	Disposal Charge	3	1
UNIVERSAL WASTE SYSTEMS	YD FL REC	Monthly Service Commercial	1	1
UNIVERSAL WASTE SYSTEMS	YD FL REC -SERVICE AGREEMENT #-	Monthly Service Commercial	1	1
UNIVERSAL WASTE SYSTEMS	G ORGANICS -PO:\NMASTER SERVICE AGREEMEN	Monthly Service Commercial	1	1
UNIVERSAL WASTE SYSTEMS	ACCESS FEE TRASH	Local Surcharges/Fees Commercial	1	1
Waste Management - National	HAUL YDS TRASH OT\NSCODE: FRCH	Empty & Return	660	1
Waste Management - National	HAUL YDS TRASH CMP\NSCODE: FRCH	Empty & Return	199	1
Waste Management - National	INACTIVITY CHARGE YDS TRASH OT\NSCODE: F	Inactivty Fee	50	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	26	1
Waste Management - National	HAUL YDS CARDBOARD OT\NSCODE: FRCH	Empty & Return	25	1
Waste Management - National	PICKUP GALLONS SINGLE STREAM RECYCLING\N	Monthly Service Commercial	23	1
Waste Management - National	HAUL YDS CARDBOARD CMP\NSCODE: FRCH	Empty & Return	16	1
Waste Management - National	PICKUP GALLONS FOOD WASTE TOT WEEKLY X\N	Monthly Service Commercial	15	1
Waste Management - National	HAUL YDS TRASH OT\NSCODE: FRCH	Empty & Return	12	1
Waste Management - National	MILEAGE YDS TRASH CMP\NSCODE: FRCH	Fuel Surcharge Industrial	12	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	12	1
Waste Management - National	INACTIVITY CHARGE YDS WOOD OT\NSCODE: EX	Inactivty Fee	11	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	11	1
Waste Management - National	PICKUP GALLONS FOOD WASTE TOT WEEKLY X\N	Monthly Service Commercial	10	1
Waste Management - National	EXCESS YARDS\NWEEKLY X\NSCODE: FRCH	Overage	9	1
Waste Management - National	EXCESS YARDS\NWEEKLY X\NSCODE: FRCH	Overage	9	1
Waste Management - National	HAUL YDS SINGLE STREAM RECYCLING CMP	Empty & Return	9	1
Waste Management - National	POWER SPRAY WASH YDS TRASH CMP\NSCODE: F	Local Surcharges/Fees Industrial	9	1
Waste Management - National	LOCK FEE YDS TRASH DMP MONTHLY X\NSCODE:	Lock Bar	8	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS TRASH DMP\N	Monthly Rental Commercial	7	1
Waste Management - National	DISCONNECT-CONNECT\NSCODE: FRCH	Local Surcharges/Fees Industrial	6	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	6	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	6	1
Waste Management - National	DRY RUN YDS TRASH OT\NSCODE: FRCH	Trip Charge	5	1
Waste Management - National	HAUL YDS CARDBOARD OT\NSCODE: FRCH	Empty & Return	5	1
Waste Management - National	HAUL YDS WOOD OT\NSCODE: EXCT	Empty & Return	5	1
Waste Management - National	LOCK FEE YDS TRASH DMP MONTHLY X\NSCODE:	Lock Bar	5	1
Waste Management - National	LOCK FEE YDS TRASH DMP\NSCODE: FRCH	Lock Bar	5	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMPFL	Monthly Service Commercial	5	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	5	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	5	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	5	1
Waste Management - National	PICKUP GALLONS TRASH TOT WEEKLY X\NSCODE	Monthly Service Commercial	5	1
Waste Management - National	YD DUMPSTER X WEEK	Monthly Service Commercial	4	1
Waste Management - National	DISPOSAL YDS TRASH CMP\NEMPTY AND RETURN	Disposal Charge	4	1
Waste Management - National	DRY RUN YDS TRASH OT\NSCODE: FRCH	Empty & Return	4	1
Waste Management - National	DRY RUN YDS CARDBOARD OT\NSCODE: FRCH	Trip Charge	4	1
Waste Management - National	EXCESS YARDS DISPOSAL LYD FEL YDS TRASH\	Overage	4	1
Waste Management - National	FRANCHISE FEE-CM YDS TRASH DMP WEEKLY X\	Franchise Fee Commercial	4	1
Waste Management - National	GATE FEE ORGANIC WASTE\NSCODE: FRCH	Monthly Service Commercial	4	1
Waste Management - National	HAUL YDS TRASH OT	Empty & Return	4	1
Waste Management - National	INACTIVITY CHARGE (HAUL) (H) [SERVICE]\N	Inactivty Fee	4	1
Waste Management - National	INACTIVITY CHARGE YDS CARDBOARD OT\NMONT	Inactivty Fee	4	1
Waste Management - National	LOCK FEE YDS TRASH DMP MONTHLY X\NSCODE:	Lock Bar	4	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	4	1
Waste Management - National	PICKUP GALLONS ORGANIC WASTE TOT WEEKLY\	Monthly Service Commercial	4	1
Waste Management - National	PICKUP YDS CO-MINGLE DMP WEEKLY X\NSCODE	Monthly Service Commercial	4	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: EX	Monthly Service Commercial	4	1
Waste Management - National	PICKUP GALLONS ORGANIC WASTE TOT WEEKLY\	Monthly Service Commercial	4	1
Waste Management - National	PICKUP GALLONS TRASH TOT WEEKLY X\NSCODE	Monthly Service Commercial	4	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	4	1
Waste Management - National	PICKUP GALLONS FOOD WASTE TOT WEEKLY X\N	Monthly Service Commercial	4	1
Waste Management - National	PICKUP GALLONS ORGANIC WASTE TOT WEEKLY\	Monthly Service Commercial	4	1
Waste Management - National	#NAME?	Monthly Service Commercial	3	1
Waste Management - National	#NAME?	Monthly Service Commercial	3	1
Waste Management - National	DISPOSAL YDS TRASH OT -\NEMPTY AND RETUR	Disposal Charge	3	1
Waste Management - National	DRY RUN YDS CARDBOARD CMP\NSCODE: FRCH	Trip Charge	3	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X	Overage	3	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X	Overage	3	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X	Overage	3	1
Waste Management - National	HAUL YDS TRASH CMP	Empty & Return	3	1
Waste Management - National	HAUL YDS TRASH OT\NSCODE:\NFRCH	Empty & Return	3	1
Waste Management - National	LOCK FEE YDS SINGLE STREAM RECYCLING DMP	Lock Bar	3	1
Waste Management - National	MILEAGE INCREASE\NSCODE: FRCH	Local Surcharges/Fees Commercial	3	1
Waste Management - National	PICKUP YDS TRASH DMPFL WEEKLY X\NSCODE:	Monthly Service Commercial	3	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	3	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	3	1
Waste Management - National	PICKUP YDS CARDBOARD DMP WEEKLY X	Monthly Service Commercial	3	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	3	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	3	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	3	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	3	1
Waste Management - National	ADMINISTRATIVE FEE\NMONTHLY X	Local Surcharges/Fees Commercial	2	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS CARDBOARD\N	Local Surcharges/Fees Commercial	2	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS TRASH DMP\N	Monthly Rental Commercial	2	1
Waste Management - National	CONTAMINATION YDS SINGLE STREAM\NRECYCLI	Contaminated Load	2	1
Waste Management - National	CONTAMINATION YDS SINGLE STREAM\NRECYCLI	Contaminated Load	2	1
Waste Management - National	CONTAMINATION YDS SINGLE STREAM\NRECYCLI	Contaminated Load	2	1
Waste Management - National	CONTAMINATION YDS TRASH DMP\NWEEKLY X\NS	Contaminated Load	2	1
Waste Management - National	CONTAMINATION YDS TRASH DMP\NWEEKLY X\NS	Contaminated Load	2	1
Waste Management - National	CONTAMINATION INCIDENT# GALLONS\NFOOD WA	Contaminated Load	2	1
Waste Management - National	CONTAMINATION INCIDENT% YDS\NSINGLE STRE	Contaminated Load	2	1
Waste Management - National	DISCOUNT/CLIENT CREDIT\NRECYCLING\NSCODE	Local Surcharges/Fees Commercial	2	1
Waste Management - National	DRY RUN YDS TRASH CMP\NSCODE: FRCH	Trip Charge	2	1
Waste Management - National	ENERGY SURCHARGE YDS TRASH CMP\NSCODE: F	Fuel Surcharge Industrial	2	1
Waste Management - National	ENVIRONMENTAL FEE YDS TRASH CMP\NSCODE:	Environmental Surcharge Industrial	2	1
Waste Management - National	EXCESS YARDS YDS CARDBOARD DMP\NWEEKLY X	Overage	2	1
Waste Management - National	EXCESS YARDS INCIDENT# YDS\NTRASH DMP WE	Contaminated Load	2	1
Waste Management - National	EXCESS YARDS INCIDENT# YDS\NTRASH DMP WE	Contaminated Load	2	1
Waste Management - National	EXCESS YARDS INCIDENT% YDS\NTRASH DMP WE	Contaminated Load	2	1
Waste Management - National	EXCESS YARDS OVERAGE YD BIN FEL YDS\NTRA	Overage	2	1
Waste Management - National	EXTRA BAG BOX OR CAN # YDS\NTRASH DMP WE	Overage	2	1
Waste Management - National	EXTRA BAG BOX OR CAN # YDS\NTRASH DMP WE	Overage	2	1
Waste Management - National	EXTRA BAG BOX OR CAN PO# YDS\NTRASH DMP	Overage	2	1
Waste Management - National	EXTRA BAG BOX OR CAN PO# YDS\NTRASH DMP	Overage	2	1
Waste Management - National	FOOD\NWASTE	Monthly Service Commercial	2	1
Waste Management - National	FOOD\NWASTE\NPICKUP GALLONS FOOD WASTE T	Monthly Service Commercial	2	1
Waste Management - National	GATE FEE TRASH\NSCODE: FRCH	Monthly Service Commercial	2	1
Waste Management - National	HAUL YDS TRASH CMP\NSCODE: FRCH	Empty & Return	2	1
Waste Management - National	HAUL YDS SINGLE STREAM RECYCLING CMP\NSC	Empty & Return	2	1
Waste Management - National	HAZARDOUS WASTE FEE YDS TRASH CMP\NMONTH	Local Surcharges/Fees Industrial	2	1
Waste Management - National	HAZARDOUS WASTE FEE YDS TRASH OT\NMONTHL	Local Surcharges/Fees Industrial	2	1
Waste Management - National	INACTIVITY CHARGE PER DIEM YDS\NCARDBOAR	Inactivty Fee	2	1
Waste Management - National	LANDFILL FEE YDS TRASH DMP MONTHLY X\NSC	Local Surcharges/Fees Commercial	2	1
Waste Management - National	LANDFILL FEE YDS TRASH DMP MONTHLY X\NSC	Local Surcharges/Fees Commercial	2	1
Waste Management - National	LOCK FEE YDS TRASH DMPFL MONTHLY X\NSCOD	Lock Bar	2	1
Waste Management - National	LOCK FEE YDS TRASH DMP MONTHLY X\NSCODE:	Lock Bar	2	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	2	1
Waste Management - National	PICKUP YDS CO-MINGLE DMP WEEKLY X\NSCODE	Monthly Service Commercial	2	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	2	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	2	1
Waste Management - National	PICKUP YDS TRASH DMPFL WEEKLY X\NSCODE:	Monthly Service Commercial	2	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	2	1
Waste Management - National	UTILITY TAX % YDS CARDBOARD DMP\NWEEKLY	Tax Commercial	2	1
Waste Management - National	GALLONS ORGANIC WASTE	Local Surcharges/Fees Commercial	1	1
Waste Management - National	ADMINISTRATIVE FEE YDS TRASH OT MONTHLY\	Local Surcharges/Fees Industrial	1	1
Waste Management - National	ADMINISTRATIVE FEE YDS TRASH DMP MONTHLY	Local Surcharges/Fees Commercial	1	1
Waste Management - National	ADMINISTRATIVE FEE\NSCODE: FRCH	Local Surcharges/Fees Commercial	1	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS TRASH\NDMP	Monthly Rental Commercial	1	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS TRASH DMP\N	Monthly Rental Commercial	1	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS TRASH DMP\N	Local Surcharges/Fees Commercial	1	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS TRASH OT\NM	Monthly Rental Industrial	1	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS TRASH OT\NM	Monthly Rental Industrial	1	1
Waste Management - National	CONTAINER SERVICE CHARGE YDS TRASH DMP\N	Monthly Rental Commercial	1	1
Waste Management - National	CONTAINER USAGE CHARGE\NYDS TRASH OT	Monthly Rental Industrial	1	1
Waste Management - National	CONTAINER USAGE CHARGE\NYDS TRASH OT	Monthly Rental Industrial	1	1
Waste Management - National	CONTAMINATION YDS CARDBOARD DMP\NWEEKLY	Contaminated Load	1	1
Waste Management - National	CONTAMINATION YDS SINGLE STREAM\NRECYCLI	Contaminated Load	1	1
Waste Management - National	CONTAMINATION GALLONS FOOD WASTE\NTOT WE	Overage	1	1
Waste Management - National	CONTAMINATION YDS SINGLE STREAM\NRECYCLI	Contaminated Load	1	1
Waste Management - National	CONTAMINATION GALLONS ORGANIC\NWASTE TOT	Contaminated Load	1	1
Waste Management - National	CONTAMINATION YDS SINGLE STREAM\NRECYCLI	Contaminated Load	1	1
Waste Management - National	CONTAMINATION CONTAMINATED GAL \NGALLONS	Overage	1	1
Waste Management - National	CONTAMINATION INCIDENT# YDS\NSINGLE STRE	Contaminated Load	1	1
Waste Management - National	CONTAMINATION INCIDENT# GALLONS\NFOOD WA	Contaminated Load	1	1
Waste Management - National	CONTAMINATION INCIDENT# GALLONS\NFOOD WA	Contaminated Load	1	1
Waste Management - National	CONTAMINATION INCIDENT% GALLONS\NFOOD WA	Contaminated Load	1	1
Waste Management - National	DELIVERY YDS TRASH OT\NSCODE: FRCH	Delivery Industrial	1	1
Waste Management - National	DELIVERY YDS TRASH DMP\NSCODE: FRCH	Delivery Commercial	1	1
Waste Management - National	DISCOUNT/CLIENT CREDIT -\NWEEKLY X\NSCOD	Local Surcharges/Fees Commercial	1	1
Waste Management - National	DISCOUNT/CLIENT CREDIT\NRECYCLING MONTHL	Monthly Service Commercial	1	1
Waste Management - National	DISPOSAL YDS TRASH OT -\NEMPTY AND DO NO	Disposal Charge	1	1
Waste Management - National	DISPOSAL YDS TRASH OT TONS\NEMPTY AND RE	Disposal Charge	1	1
Waste Management - National	ENERGY SURCHARGE YDS TRASH OT\NSCODE: FR	Fuel Surcharge Industrial	1	1
Waste Management - National	ENERGY SURCHARGE YDS TRASH DMP WEEKLY X\	Local Surcharges/Fees Commercial	1	1
Waste Management - National	ENERGY SURCHARGE\NSCODE: EXCT	Local Surcharges/Fees Industrial	1	1
Waste Management - National	ENERGY SURCHARGE\NWEEKLY X\NSCODE: EXCT	Fuel Surcharge Commercial	1	1
Waste Management - National	ENERGY SURCHARGE\NX\NSCODE: EXCT	Fuel Surcharge Commercial	1	1
Waste Management - National	ENERGY SURCHARGE\NX\NSCODE: FRCH	Fuel Surcharge Commercial	1	1
Waste Management - National	ENVIRONMENTAL CHARGE YDS CARDBOARD CMP	Environmental Surcharge Industrial	1	1
Waste Management - National	ENVIRONMENTAL FEE YDS TRASH OT\NSCODE: F	Environmental Surcharge Industrial	1	1
Waste Management - National	EXCEPTION BILLABLE -\NSCODE: FRCH	Local Surcharges/Fees Commercial	1	1
Waste Management - National	EXCESS YARDS GALLONS FOOD WASTE\NTOT WEE	Overage	1	1
Waste Management - National	EXCESS YARDS GALLONS CO-MINGLE\NTOT WEEK	Overage	1	1
Waste Management - National	EXCESS YARDS GALLONS CO-MINGLE\NTOT WEEK	Overage	1	1
Waste Management - National	EXCESS YARDS GALLONS FOOD WASTE\NTOT WEE	Overage	1	1
Waste Management - National	EXCESS YARDS YDS CO-MINGLE DMP\NWEEKLY X	Overage	1	1
Waste Management - National	EXCESS YARDS YDS CARDBOARD DMP\NWEEKLY X	Overage	1	1
Waste Management - National	EXCESS YARDS GALLONS FOOD WASTE\NTOT WEE	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS GALLONS SINGLE\NSTREAM RECY	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS YDS CARDBOARD DMP\NWEEKLY X	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS YDS CARDBOARD DMP\NWEEKLY X	Overage	1	1
Waste Management - National	EXCESS YARDS GALLONS SINGLE\NSTREAM RECY	Overage	1	1
Waste Management - National	EXCESS YARDS YDS CARDBOARD DMP\NWEEKLY X	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMPFL\NWEEKLY X\N	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMPFL\NWEEKLY X\N	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS GALLONS SINGLE\NSTREAM RECY	Overage	1	1
Waste Management - National	EXCESS YARDS YDS TRASH DMP\NWEEKLY X\NSC	Overage	1	1
Waste Management - National	EXCESS YARDS INCIDENMT# YDS\NTRASH DMP W	Overage	1	1
Waste Management - National	EXCESS YARDS INCIDENT# GALLONS\NFOOD WAS	Overage	1	1
Waste Management - National	EXCESS YARDS INCIDNENT# YDS\NTRASH DMP W	Overage	1	1
Waste Management - National	EXCESS YARDS OVERAGE # YDS\NTRASH DMP WE	Overage	1	1
Waste Management - National	EXCESS YARDS OVERAGE\NTRASH DMP WEEKLY X	Overage	1	1
Waste Management - National	EXCESS YARDS PO# YDS SINGLE\NSTREAM RECY	Overage	1	1
Waste Management - National	EXTRA BAG BOX OR CAN PO# YDS\NTRASH DMP	Overage	1	1
Waste Management - National	FRANCHISE FEE YDS TRASH DMP WEEKLY X\NSC	Local Surcharges/Fees Commercial	1	1
Waste Management - National	GATE/TIPPING FEE\NX\NSCODE: FRCH	Local Surcharges/Fees Commercial	1	1
Waste Management - National	GOVERNMENT FRANCHISE REG FEE PER YDS\NTR	Local Surcharges/Fees Commercial	1	1
Waste Management - National	GOVERNMENT FRANCHISE REG FEE PER GALLONS	Local Surcharges/Fees Commercial	1	1
Waste Management - National	HAND PICKUP\NSCODE: FRCH	Hand Pick Up industrial	1	1
Waste Management - National	HAUL YDS CARDBOARD OT\NSCODE: FRCH	Empty & Return	1	1
Waste Management - National	HAUL YDS TRASH OT	Empty & Return	1	1
Waste Management - National	HAUL YDS TRASH OT\NSCODE: FRCH	Empty & Return	1	1
Waste Management - National	HAUL YDS CONSTRUCTION / DEMOLITION OT\NS	Final Pick Up	1	1
Waste Management - National	HAUL INCREASE YDS CARDBOARD OT\NSCODE: F	Monthly Rental Industrial	1	1
Waste Management - National	HAZARDOUS WASTE FEE YDS TRASH DMP\NMONTH	Local Surcharges/Fees Commercial	1	1
Waste Management - National	HAZARDOUS WASTE FEE YDS TRASH OT\NMONTHL	Local Surcharges/Fees Industrial	1	1
Waste Management - National	HAZARDOUS WASTE FEE YDS TRASH CMP\NONTHL	Local Surcharges/Fees Industrial	1	1
Waste Management - National	HAZARDOUS WASTE FEE\NSCODE: FRCH	Local Surcharges/Fees Commercial	1	1
Waste Management - National	INACTIVITY CHARGE (HAUL)\NYARDS WOOD OT\	Inactivty Fee	1	1
Waste Management - National	INACTIVITY CHARGE YDS CARDBOARD OT\NWEEK	Inactivty Fee	1	1
Waste Management - National	LANDFILL FEE YDS TRASH DMP MONTHLY X\NSC	Local Surcharges/Fees Commercial	1	1
Waste Management - National	LANDFILL FEE YDS TRASH DMP MONTHLY X\NSC	Local Surcharges/Fees Commercial	1	1
Waste Management - National	LOCK FEE YDS TRASH DMP MONTHLY X\NSCODE:	Lock Bar	1	1
Waste Management - National	LOCK FEE YDS TRASH DMP MONTHLY X\NSCODE:	Lock Bar	1	1
Waste Management - National	LOCK FEE YDS TRASH DMP MONTHLY X\NSCODE:	Lock Bar	1	1
Waste Management - National	MARTIN COUNTY FRANCHISE FEE YDS TRASH\ND	Local Surcharges/Fees Commercial	1	1
Waste Management - National	MILEAGE YDS TRASH DMP WEEKLY X\NSCODE: F	Monthly Service Commercial	1	1
Waste Management - National	MILEAGE YDS TRASH OT\NSCODE: FRCH	Fuel Surcharge Industrial	1	1
Waste Management - National	MILEAGE GALLONS ORGANIC WASTE TOT WEEKLY	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING TOT\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS TRASH DMPFL WEEKLY X\NSCODE:	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS TRASH DMP\NSCODE: FRCH	Monthly Service Commercial	1	1
Waste Management - National	PICKUP GALLONS FOOD WASTE TOT WEEKLY X\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP GALLONS SINGLE STREAM RECYCLING\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP GALLONS TRASH TOT WEEKLY X\NSCODE	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS CARDBOARD DMP WEEKLY X	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS SINGLE STREAM RECYCLING DMP\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS TRASH DMP\NSCODE: FRCH	Extra Pick Up	1	1
Waste Management - National	PICKUP GALLONS FOOD WASTE CT WEEKLY X\NS	Monthly Service Commercial	1	1
Waste Management - National	PICKUP GALLONS ORGANIC WASTE TOT WEEKLY\	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X	Monthly Service Commercial	1	1
Waste Management - National	PICKUP YDS TRASH DMP WEEKLY X\NSCODE: FR	Monthly Service Commercial	1	1
Waste Management - National	PICKUP GALLONS SINGLE STREAM RECYCLING\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP INCREASE YDS TRASH DMP WEEKLY X\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP INCREASE YDS TRASH DMP WEEKLY X\N	Monthly Service Commercial	1	1
Waste Management - National	PICKUP INCREASE YDS TRASH DMP WEEKLY X\N	Monthly Service Commercial	1	1
Waste Management - National	PUSH OUT/PULL OUT YDS TRASH DMP MONTHLY\	Lock Bar	1	1
Waste Management - National	RECYCLING PROCESSING SURCHARGE YDS\NSING	Local Surcharges/Fees Commercial	1	1
